is_need,body
0,気持ちいいだろうなぁと思うことがあります
0,でも、それを実現するには、ちょっと恥ずかしい
0,そんな人はいませんかねぇ
0,近所の桜並木とてもきれいです
0,そのあたりも分かりません
0,その通りだと思います
0,発言が乏しいことがあったかもしれませんが
0,ネットのほうが発言しやすい方もいるかもしれませんが、この人材は大変すばらしいと思います
0,...もうアイディアとして出ていたらすみません
0,最後に、意見を
0,そういう時代もあったでしょう
0,・・・終わり
0,...続きます
0,あ、思わず引き付けられてしまいました(笑)
0,↑実にいい意見です
0,それはひどい現実ですね
0,数値で計るとは言っていませんよ
0,どなたか、具体的な活動例をご存知ないでしょうか
0,大賛成です
0,そのようなシステムがいいのではないか
0,私も、そう言われたことがあります
0,基本的には合意できます
0,ここ重要なポイントです
0,反対になってしまいました
0,名古屋に関心のある人たちがここに集結しています
0,そんなそんな名古屋になって欲しいです
0,僕もそう思います
0,みなさんのご意見、わたし自身もとても勉強になります
0,そんな気がします
0,それはいいですね
0,一覧表になっています
0,本来は、そういう場所なのです
0,今回の取り組みよい方向性だと思います
0,今回で終わりではもったいないですよね
0,その場合はリアルにあって意見交換しませんか
0,あまり知られていなかったのかも
0,反対になっちゃいました
0,そんなつもりではありませんのに
0,暴論ではないと思いますよ
0,ファシリテーターさんに確認したいことがあります
0,実際の討論も大切ですよね
0,←これ一番怖いです
0,なら参加しようよと思います
0,気にしないでください…
0,このあたりに何かヒントがあるのかもしれませんね
0,書き込むスレを間違えました
0,これはなぜでしょうか
0,今でもやってるのかなぁ
0,じゃあ、ついでに
0,なんだか楽しそうです
0,あるある
0,ちょっとうれしいかな
0,こちらこそ(^^)ありがとうございました☆
0,とてもよいアイディアだと思います
0,返信が遅れてしまい、大変申し訳ありませんでした
0,これ私も是非聞きたい
0,私はそう思います
0,あ、今思い付きました
0,反対と賛成を意識しないと
0,意に反して表示が
0,話題の展開が早いんですね
0,スピードについていっていなくてごめんなさい
0,話題がバラけてしまっていますが、ファシリテーターさん何について記入すればいいですか
0,討論に初参加させてください
0,こちらにお邪魔します
0,このサイトで議論されたことはログとして残して欲しいです
0,せっかく議論したのに消えてしまうのはなんか勿体無い気がします
0,早速サイト見てみました
0,すごい、はじめてみました
0,なぜなんでしょう
0,問いが大きすぎると、どうしても議論が抽象的で散漫になります
0,文脈から外れてしまうので別の投稿に分けさせて頂きます
0,議論の中心が物質的魅力に偏ってしまっています
0,個人同士承認するのであれば、アドレスの交換は良いことだと思います
0,心から賛同します
0,知りませんでしたー
0,ナイス共有です
0,傑作アイディアです
0,うん、それは絶対面白い
0,やっちゃいましょう
0,調子に乗って
0,実はその通り
1,空洞化の問題とも関連しますが、ものづくりと言っても技術とノウハウ(例えば工場の運営とか精密な手作業とか)があり意外とノウハウの部分で産業を守ることができると思います
1,それなのに名古屋以外の地方の百貨店の催事では、「名古屋の名産品展」とか「愛知県の物産展」という企画をやっているという話を聞いたことがありませんし、ネットでも検索されません
1,都市が生き物であるからこそ、その都市にも心の豊かさという魅力を備えてもらわねければならないと考えます
1,地区一帯でセコムみたいなシステムを導入するのもいいかもです
1,あと，災害時に持ち歩くことを想定したコンパクトな作品／事前の備えのための作品，という観点で考えてみるのもいいかもしれません
1,ちかごろは定着した感のある「食育」という言葉もありますが・・・
1,学区単位でのマップづくりには、参加するのは住民（小学校生というのもありそうですね）、主催がボランティアやＮＰＯなどという理解でよろしいでしょうか
1,お金だけ払って、あとは上に立つ人達が、身内だけで完結し
1,SNSのようにdigitalに力を求めるものではなく、それこそ人と人とのつながりを重視して敢えてローテクでつながりを求めることが必要じゃないでしょうかね
1,どこの行政も同じですが、行政には基本的にソフト面での支援を求めることは不可能です
1,堀川には、北は名古屋城、四間道、納屋橋、松重閘門、白鳥庭園、宮の渡しといった観光ポイントがありますし、中川運河は何といっても中川閘門の体験ができます
1,現在は、若干分別ルールが緩和されたようですが、名古屋市民の方もしくは実体験がある方がいらっしゃったら、現状などを聞かせてください
1,事業所同士でのつながりからの共助にも期待できますか
1,早期のというよりも、発災直後の救出活動こそ、共助というか、日ごろのお付き合いの力が発揮されるのかも
1,私の犬たちは、間違いなく地域に認知された地域で飼われる犬です
1,集めたコンテンツを自分で編集する風土づくり、コンテンツを広げるための広報など、もっと掘り下げて具体化していくといいですね
1,やはり、観光とはレジャーなので、遊び、愉しみ、という要素はぜひ欲しいですねー
1,それなのに名古屋以外の地方の百貨店の催事では、「名古屋の名産品展」とか「愛知県の物産展」という企画をやっているという話を聞いたことがありませんし、ネットでも検索されません
1,企業が子育てを支援しようというモチベーションを獲得・維持するために、行政として具体的な支援策があるとよい、というわけですね
1,お年寄りと幼児が面倒を見合うシステムには多くの規制と言われている部分に関して規制はどのような規制がありますか
1,お年寄りと幼児が触れ合うことによって、郷学(郷土の歴史や文化)などを伝承することもできるのではないかと思います
1,"点線横断,地域の人たちが主体的に作り上げる公園や空き地がある、コミュニティガーデンがあるまち、ってちょっと素敵ですね"
1,欧米では１０年以上前から根付いていた習慣でしたが、昨今の日本でも“エコ”や”ロハス”なる言葉が定着してきたと思います
1,毎日先生が、あらゆるポイントで出没し、自転車通学はかなり厳しい教育をされました
1,マップづくりに参加していない地域の人々が自分ごととしてとらえるための手立てって考えられますか
1,共助には向こう３軒両隣のような近助、町内会や同好会のような互助と防災ボランティアなどによる協助があると思います
1,あなたが外国人を名古屋で観光案内するとしたら、どこに連れて行きます
1,カレーハウスCoCo一番屋の宗次徳二さんも、宗次ホールでコンサート公演を経営していたり、その他にも、名古屋の、“ネオ芸どころ”活動をしている人がいると思います。音楽、舞踊などは言葉の壁もないので、世界に発信しやすそうです
1,合わせて「オーナー制度」の導入もいいですよね。最近良く、農地/棚田などでオーナー制度を導入している市町村が増えてきていますし
1,障害学習センターでも頻繁に講座が開かれていますが、参加者は本当に多くないと聞いています
1,私は自分のフェイスブックやミクシィに紹介しましたが・・・登録人数も少なく名古屋が少なかった
1,環境を整備しても、そこを走るひとがいなければ、意味がありません
1,他の地域ではできないモノづくりを名古屋でやる
1,万人受けしないまちは子供も含め一生暮らしていくにはチョットと思う
1,なごやめしの全国的な知名度はかなり高いと思います
1,基本的に地主がまちづくりの主体なので、その商店街の地主さんたちがどのように考えているかですよね
1,場面というか、時間の経過で分けてアイディアを募集するというのもありますね
1,いや、普通にやることでちゃんとお金をとって、やることにお金を使わなければしっかり収支はプラスになりますー
1,学区単位でのマップづくりには、参加するのは住民（小学校生というのもありそうですね）、主催がボランティアやＮＰＯなどという理解でよろしいでしょうか
1,「障害者地域生活支援センター」これは専門職からの相談支援や、手話通訳などの支援、移動支援、日常生活上の困難を改善し、自立・社会参加を促進するための福祉用具の貸与・購入費補助支援や、創作活動や生産活動の機会を提供するとともに、社会交流を促進する日中活動支援などを、市町村が独自に実施事業内容を決めて提供しているところなのだそうですが、じつのところわたしも実際に行ってみたいと思ってはいますけれども、実情は分かりません
1,水・食の安全という論点もあります
1,キャンパスの都合で郊外(調布市)と都心(新宿区)を両方経験しましたが、郊外でも名古屋市内よりも密集していたのが印象的でした
1,また、そのような活動にたくさんの人に参加してもらいたいのであれば、きっかけ（紙芝居を見てもらうための駄菓子）作りが必要です
1,その純粋な表現力にはわたしも何度も感動を頂いているのですが、そういったかたちで、例えば地域の中で彼らの創作活動を応援したり、発表会を催して""共感""を得られる機会をつくってみるのはいかがでしょうか
1,今、名古屋に興味のない方は、“名古屋を考える”ということ自体を考えはないのではないでしょうか
1,企業には、制度として子育てを支援してほしいです
1,東京都では、自転車ナンバー制度という案もでていたようです
1,やるべきことをやり続けるためには、稼げる仕掛けを自治体も意識しないといけないと思います
1,一般の市民が参加してマップをつくるということは可能でしょうか
1,そして、各区の災害ボランティア団体が一丸となり、改革をしていくべきだと思います
1,市の総合計画には、自助力の向上として、住宅の耐震化とともに家具の固定(特に揺れが大きくなる高層マンションは怖い)も広がって、自分の命が守れる環境になっていくことを支援するような表現を期待したい
1,匿名性＝コンビニエンスストアで買い物するひと、と同じ。実名性＝自分がいいと思うお店で買い物をする、という、自分が何をどう選ぶか、かな〜
1,グルメ,観光系まちおこしには「グルメ」は武器になると思います
1,子供だけにチカラを入れるのもいいですが、納税者は大人ですからね
1,富山は成功例だと思ってました
1,でも実際にまだまだ、情報は届いていないとおもいます
1,月に一度、事業所を解放してマーケットを開催している障がい者施設もありました
1,結構、理系オタク心がびんびん刺激される操作系アトラクションに、夢中になりますよ～
1,以前、毎回高校生がスマホみながら、坂道を猛スピードで歩道で乗っていたので、警察にお願いしたことあるんです
1,バス,電車は駅までいかないといけないが、バスは家の前までくることができる
1,名古屋には世界最新最大のプラネタリウムがあるので、そこに外国人出張者を連れて行こうと思ったら、「いやいや行きたいのは、１００円ショップと家電量販店」だと言われて、ガッカリした覚えがあります
1,関係者の得意な分野で限った中身で戦うのが大切です
1,トヨタ・クラウンのマークのように、さりげなく金鯱がいいかもしれませねｗ
1,程よい都市規模
1,あとは、地域柄とか（例えば港のほうだと津波が心配されているので、皆も真剣に考えている住民が多いとか・・・）何か特徴はありますか
1,この地域の情報発信力を高めるには異質な人や企業を積極的に取り入れる他ないと思います
1,日本の中にももっと必要だと思います
1,正直、分別して、きちんと資源として利用されているのカが分かりません
1,例えば「ショーグンとブシドーに興味があります」とか言ってる人ならおもてなし武将隊とか喜んでくれるのかな
1,地元企業もたくさん協力出品しています
1,寛容性、開放性、自立というのは非常に重要なファクターだと思います
1,タウンミーティングも出る予定ですが、このネットタウンミーティングに参加された方は、大変貴重だと思います
1,もっとベンチャーが活躍できる名古屋になって欲しいです
1,他にあまり例がありませんし、何と言っても、明るく元気なところが大好きです
1,是非とも“五平餅共栄圏”を外に発信していきましょう
1,新しい方々がどんどん加わるような体制だといいですよね
1,定光寺などの大規模な緑は一服するためのオフの緑ですよね
1,地元資本が強すぎて外部勢力を受け入れない、というのはよく聞きますね
1,「趣味やスポーツの問題」に関しては，ニッチな趣味やスポーツを体験できる所やサークルが名古屋のどこにあるのかという情報をみんなで集約する仕組みがあると，面白い街になるのでは？と思います
1,台北では喫煙の写真やビデオを撮影し通報すれば報奨金がもらえる制度もある（罰金の数％）ようです。このようなものを組み合わせるといい気がします
1,名古屋市内では、町内会や７割ほどの公園で公園愛護会が活動している（公園愛護会は高齢化が危ぶまれている）が、あまり知られていない
1,それと行政だけに頼れる時代ではないので、行政は民間が進出しやすい環境を作ることが大切だと思っています
1,駅前広場への税金投資について,鉄道利用者のために自治体が多額の税金を投入して駅前広場を整備しています
1,ホームレスのみなさんがちょっと怖かったり、また深夜に不必要に騒いでいたり、朝ゴミが散らかっていて汚い....等というトラブルは、他にもあるでしょうか
1,日本そして世界でも“屋台”があるエリアは活気がりますよね
1,行政が貸し出すコミュニティサイクルではなく、マイサイクルとしての多く利用してもらえるような基盤整備が第一だと考える
1,都市圏の分業が産業分野で起こるかどうかはわかりませんが、ベットタウンにはならないと想定するのならば、魅力として住みやすさよりも産業に力を入れて行くべきだと思いますが暴論でしょうか
1,志段味というと、庄内川沿いですね。森林公園も近いですし、いい所のようですね
1,比較的狭い道を自転車が走るっていう発想もありですね
1,街路樹や歩道の管理に市民が参加する例は、他地域でもたまに見られますね
1,人を尊重しあうにあたって、まずはお互いのことを理解する必要があると思います
1,リニアといっても新幹線以上の料金がかかることを考えると東京や大阪のベットタウンにはなり難いのでは
1,デジタルで出会い、リアルで話をするのが一番わかりやすいし、現実的だと思います
1,ネットで情報を検索することが日常化しているいまの社会にマッチしている方法ですね
1,都市間競争とは東京と比較してということではなく、ダイバシティの先駆けの地になる地域となり、名古屋に対する誇りや魅力を高めようということです
1,特に、22時以降のもちの木広場は、ホームレスの住居になっており、景観が最悪です
1,10年以上前からあの状態ですが、市がなぜ放置しているのかが疑問です
1,観光が主目的ではないですが、観光を前面に押し出す方が、周辺住民の理解を得やすく、(その指定後も)マナーを意識した活用がなされやすいだろう・・という希望的観測に基づいたものです
1,大通りの自転車道は、自動車の往来も多く、親子や高齢者にとって必ずしも好ましい道とは言えません
1,一方一般道では、だんだん自転車利用そのものへの風当たりが強くなる中で、交通法規をそれほど意識していない子どもや高齢者の自転車利用の在り方も、今後より難しい議論になるのではないかと思います
1,そのうえで、(一つの撤退戦として)以上の提案をさせて頂きました
1,内容はよくわかりませんが、コミセン等でやっていたら行くの面倒だから、近くの公園だと便利ですよね
1,また、取り組みとして、テスト運用で公園のトイレなどを地域に任せているところもあるようです
1,積極的に市民参加型の公園運営に転換していってもよいかと思いました
1,例えばリサイクルをすることで、どれくらいコストが下がるのかとか、ここにありますが、売却費用がもっと分かるとよいです
1,施策として「良質な住まいづくりをすすめます」とありますが、市政運営の取り組みの章(p31)ではアセットマネジメントを推進するとしています
1,市営住宅の新築や過度なメンテナンスを推進する訳ではないのではないかと思いますので、「良質な住まいのための都市環境づくりをすすめます」としたらいかがでしょうか
1,またアセットマネジメントの推進においては、廃校校舎などの目的財産でもその在り方を整理し、情報を開示して市民意見を募り、用途変更や民営の可能性を検討し、財産の有効活用をしていただきたいと思います
1,さらに言えば、道路の公園化や公園の民営化も可能と考えます
1,もう一点、リサイクルをすることで、どれくらいコストが下がるのかとか、ここにありますが、売却費用がもっと分かるとよいです
1,ダンボールや新聞は、学区や町内会の回収となり、市では回収していないとの認識だそうです
1,空き缶について、アルミやスチールはリサイクルとして金属で資源として買い取ってもらったら、どれくらいになるのかと思いました
1,現実のところ、せっかく仕分けても、抜き取りされてしまい、だったら分けなくていいじゃんと思えてくるのではないでしょうか
1,私も詳しくないので、市民に対して明確に教えていただきたいと思いました
1,残念ながらCONBi本陣が閉鎖されてしまいましたが、他の廃校も可能性はあると思っています
1,耐震性の問題もあったのでしょうが、単に賃借するだけでなく、そこで雇用を生み、税収を挙げる試みが重要だと思います
1,最近の名古屋市は公園経営に乗り出していますが、さらに推し進めて、ブライアントパークのように管理を任せることまでやれたら素晴らしいと思います
1,比較的狭い道を自転車が走るっていう発想もありですね
1,先日中山道を西に自転車で走ってきたのですが、幹線道路は怖くて走れず旧街道を走りました
1,旧街道のような道幅といいアップダウンが自転車にとっては一番快適に感じます
1,名古屋市内にも多くの旧街道の筋が残ってるので自転車という交通を通して振興を図るのも良いのではないでしょうか
1,6月に、名古屋市で障がい者の方たちの音楽活動を体験する機会がありました
1,鹿児島県の障がい者福祉施設「しょうぶ学園」の利用者さんによる音楽ライブです
1,障がい者の芸術活動を支援するモデルとなる施設で既に有名となっていて、わたしだけではなく会場には多くの人が集まり、様々な障がいを持つ方たちの自由で生き生きとした表現力と、芸術性の高い舞台を目の当たりにして大きな大きな感動に包まれていたのが忘れられません
1,名古屋市内で暮らす障がい者の方たちのためにも、彼らの活躍を発表出来る場をつくりたいです
1,現状では、児童相談所に警察捜査機関よりも強大な権限が与えられているためにすべてが児童相談所の中で完結できる法体系になっています
1,だからこそ、行政には本来の相談業務を行い、児童福祉法の保護法益に立ち戻る事が必要になります
1,岩城名古屋副市長は、所謂児童虐待防止の専門家として鳴り物入りで副市長になられたわけですから、その点では何かしらの考えがあるのでしょうが、今のところ何も意見などを公式に提示したことはありませんね
1,残念ですけど、行政の中に取り込まれてしまって・・・行政の現実を見せつけられてしまったんでしょうかね
1,名古屋市では年に一度、障害児童のための音楽会というのがありますね・・・過去に一度だけ子供を連れて聞きに行った事があります
1,残念ですが、子供たちが長い時間の鑑賞に耐えれないのを舌打ちする大人がいた事が気がかりです
1,こういう大人が子供たちから光を奪うので、もっともっと障害についての啓発が市中で行われなければなりませんね
1,障がい者を家族に持つ人たちへの支援も、やはり重要ですね
1,実生活は閉鎖的でストレスを抱えていらっしゃる方も多いと思います
1,だからこそ、地域で支える支援というのが重要であって、様々な行政の行う福祉サービスが基盤ではありません
1,基盤と言うべくものはまず地域移行を推進するために地域での認知活動ではないでしょうか
1,とをつなげて、本人とその家族が生きていることに喜びを得られるようにするには、周囲の理解と協力が不可欠です
1,愛知県の中でも、名古屋は別格だからねぇ~なんて言われるのはそこに理由があるのだと感じています
1,確かに減税だけで都市の魅力が上がらないと思います
1,何かしらの魅力と減税を組み合わせることによって、本来の目的が達成できるのではないか
1,文化人類学を修めた私の経験則から言えば・・・名古屋市には都市人類学の学問上で魅力を感じるものは何も見当たらないのです
1,しかし名古屋は過去から終わり名古屋(尾張名古屋)として終局的に名古屋ということが通例になってしまっているのです
1,この終わり名古屋という見方を変える大きなmovementが必要だと感じますがいかがですか
1,"名古屋の""公園""をうまく活かして、魅力あふれるまちづくりをしてほしいと思います"
1,そのような公園を活かして、何か名古屋を活性化するイベントがあると楽しいと思います;-)人通りが多いからこそ、多くの人が集まると思います
1,また、公園だとカップル、友人、ファミリーなど多くの人達が集まりやすい場所だと思います
1,名古屋の街は石原裕次郎に「白い街」といわれたほど「道が広く」設計されました
1,広い道とモータリゼーションは周辺地域での居住と中心地での職・遊の分離を促した
1,変わり種だと、鶴舞公園なんかがコスプレイヤーのメッカになってますね
1,この辺りが分かると、movementによって何を変えれば良いのかはっきりしそうです
1,都市として機能することと、“魅力と活力に溢れ行きたくなるまち”は必ずしも、一致しない気がします
1,多様な文化の合流する都市は刺激が多く発展しやすいですが、この人と人との出会いによる刺激の場を増やす事で名古屋にいればなんか新しいビジネスの芽に出会えるという都市になって欲しいです
1,例えば自治体レベルで官民一体となった海外都市との結びつきの強化などをして欲しいです
1,今5歳の子供が大人になった時に就職に困らない名古屋であることを切に願います
1,全てに関していて所謂”終わっている”ではなくて、最後、終局的に名古屋という思考です
1,だからこそ、終局的に名古屋にヒトとモノとカネがある一定の割合で集まるということです
1,都市人類学という学問を誤解されては困りますが、都市としての魅力がないからこそ、意味もなくなんとなくそれぞれが集まるとか言う部分にも焦点をあてることだってあるんです
1,魅力がないからこそ集まるという通常では有り得ない切り口で見ることも必要です
1,どのような方法でこのネットタウンミーティングの存在を知りましたか
1,都市の魅力発信、都市の魅力向上という部分では、名古屋市は極めて広報の手法が得意ではない様に感じます
1,広報が下手であることが・・・名古屋市の魅力を損なう一つの原因にもなっているんじゃないですかね
1,そうなると魅力があるから人が集まるということも言えなくなるのでしょうか
1,アメリカで発達した都市人類学という学問では、シカゴの都市発展と衰退に関して様々な切り口で研究されています
1,シカゴが同心円状に発展したその理由と中心部から衰退したその理由を考えると、都市の魅力という事が理解できるのではないかと思います
1,魅力がないということを魅力にしないためのmovementの必要性を考えるための事例であって、まだmovemntという具体的なモノへのアプローチはできていません
1,これからここで議論すべき内容だと考えますがいかがですか
1,産業が新しい魅力を生み出すには、起業マインドが豊かである一方で、人的ネットワークが厚いことも重要と思います
1,夜のプライベートなつながりが効いていたりするかもしれません
1,僕は数年前東京に上京して感じたのですが、コンパクトで住みやすい街とは、自然に短時間でであえることだと思います
1,東京だと市街地を抜けるだけで相当な時間がかかってしまいます
1,これをスグ田んぼになるほど田舎という人もいますが、これこそが他の大都市にはない個性だと思うのです
1,友達の友達は有名人とか、そういう繋がりがありますよね
1,都市魅力の向上にあたって、無いものねだりはやめるべきだと思う
1,これからは「あるもの探し」というか、地域にあるものをRediscoverしてそれを磨いてくことが大事になると思う
1,(地元意識が強い)しかし、私は関東出身ですが、名古屋に来るときに新しいものを嫌うから、住む場所を選んだほうが良いといわれました
1,そういった閉鎖的な部分も見えるような気がするのですが(お気を悪くしたらすみません
1,事実、新しいことを嫌う保守的な文化が名古屋にはあります
1,ですがこれからの時代、新しいものを嫌ってては地域力をアップさせることができません
1,東京と比較するのではなく、名古屋でしかできないことを名古屋でやるという考え方が必要だと思います
1,またトヨタ自動車のスピリッツである「カイゼン」を街づくりにも適応して「より良いものをみんなで創り上げる街・ナゴヤ」を目指すべきだと思います
1,そうすることによって名古屋人に誇りが生まれ、他の都市からの関心も集まると思います
1,都市人類学という学問の中では、すでに存在している都市について研究することであって、都市の未来像を研究するものではありません
1,しかし、敢えて都市の未来像と都市の魅力を提示するならば、物質的な魅力を追い求めると物質的な魅力が衰退すればその都市は衰退の一途を辿ってしまいます
1,都市の衰退を避けるには、物質的な豊かさもさること、心の豊かさが都市に求められる魅力なんだと思いますがいかがでしょうか
1,一方でお金がかからず一日がのんびりと過ごせる綺麗なスペースもあるといいですよね
1,休日を過ごすための施設は、探せばいくらでもあると思います(図書館、美術館、商業施設など)
1,僕は、市民が欲する場所や仕組みは行政がつくるものではなく、民間から自然に生まれてくるものだと思います
1,市の予算も限られておりますので、中途半端な箱物施設をつくることは、懸命な策とは思えません
1,ただ久屋大通公園などは身近の緑とはいえない雰囲気を醸し出していて早期に改善すべきだと思います
1,あまり行かないのでトピズレでなければ教えていただきたいです
1,僕は中日新聞の記事をみて、自分で調べFacebookからここのURLをゲットしましたw
1,当時が最善だったのかと聞かれれば生きていないのでわかりませんが、今の久屋大通公園は薄暗く立ち寄りにくい雰囲気を醸し出している気がするのです
1,例えば和食ブームは大きなビジネスチャンスだと思いますが、あやかって色々なものを海外に売りたいという時にどうコラボできるか誰に相談するかとかそういうのを繋いでもらう人が居るといいのでは
1,物質的な魅力というのは、他都市と比較してどうだ？という判断基準が顕在してしまうのではないでしょうか
1,「名古屋=魅力がない街」という意見が多いようですが、これはないものねだりだと思います
1,首都圏や阪神圏の都市は巨大な都市群のなかに位置しており、周辺に魅力的な施設が多いのは当然です
1,私は、名古屋は「近隣に双肩する大都市が存在しない、規模の大きな地方都市」だと思います
1,札幌、仙台、福岡と比べて名古屋の魅力はどうなのでしょうか
1,他都市と比べて住みやすいから、人が流入してくるのだと思います
1,ちなみに私の知人の中国人のおすすめの観光地は「ノリタケの森」だそうです
