11,145,4,つくってしまった・・・・大きなモニュメントだと思えばいい。金持ち市の証。つくるのが当たり前、って考えちゃいますよね・・・もっと市民が活用しやすくできればいい設備だと思う！フリマ→営利目的ダメ ビアガーデン→飲酒はもとより飲食注意、営利目的ダメ、火使用厳禁…ちょっとのことでも複雑な使用許可。マナーがわるい一部の人のせいで活用を制限せざるをえないのが公共の辛いところです。交通安全、交通渋滞も考えるとやはり必須な施設です。こう考えると駅前でにぎわい創出は困難ということになってしまうのか。
12,147,2,確かに、これからのネットワークは、病院がバス拠点にもなりうる？バスの必要性は免許証返納した世代こそなので、その発想はありですね。ただし、地域医療の担い手は、大病院ではないので、注意。医療の実態も勉強！
13,148,6,"つくってしまった・・・これも金持ち市の証。店の入れ替えまでやると超金持ち。賃料下げる工夫！
建物入口のみせかたの工夫！
やれることはあるはず。すべての管理業務契約を見直しを図ったりするしかないですね・・・。あとはもう公共施設を立て替えずにそこに入るしか活用の術はなくなったりします。公共施設が入った例
石巻市役所ショッピングモールでも定期的にテナントや構造を入れ替えるように公共施設も目新しくすることは大事だと思います。ただし年間のコストは変えずに…も大事ですかね。どちらにしろ維持費はかかるので、それを再再開発につなげられる気も！対談で人が駅中施設に取られてしまうという話がありましたが、名古屋市街で駅え駅中施設がにぎわっているのはごく限られた駅だけでは（思いつくところで豊橋・一宮くらい）"
14,150,1,１つの地域、地元を対象としたまちづくりだけではなく、都市全体、市全体を見渡したまちづくりにおいてはどんな視点が必要だと感じますか？考え方は同じなのでしょうか？まずは都市の存続でしょう。ふるさとを消滅させない。独自の住民サービスを提供し続ける。これを守ることが大事。
15,153,1,"他の都市との違いを意識して強調していくべきですか？メインターゲットは、今駅を利用している人かな。
違いをつくるなら何かに特化したイベントからがよいのでは。"
16,155,1,"行政職員のターゲットは市民のはず。
あ、市民に営業できていない(･･;)需要をリサーチしないと、って感じですね！"
17,156,3,"官民連携においては、行政の意思決定にかかる時間が大きな課題だと思います。いきなり大きなこと、合意形成を図ってから、は、失敗するか、なにもできなくなるかというパターンに入り込む。
行政特有の、というわけではなさそうですが。まずはトップが正確に官民連携を理解してやる必要があると思います。そこから行政内のプロセスを変えるのに横串で組織設けて進めるしか無いかなと紫波とかの流れから感じます。

言葉だけの官民連携はいくらでも言えますし、各部署そのままに進めようと思えば必ず最終的に破綻をきたすかなと。過去と全く官民連携に求められる事業試算などのスキルが異なるので。行政のせいばかりにするのは、やめましょう。逆に、民間だと、その意思決定プロセスが早いのか、と問われると、そうじゃないことも多々あると思います。要は、地域に必要な効果を生み出すために、お互いの意思共有が図られ、そのうえで、内部突破できる覚悟を持てるか、どうか、だと思いますが、"
18,158,1,"官というのは、もともと収益性というよりは、公共性という位置づけだったと思う。
それが、少子高齢化、税収の低下などから持続的に存続していくために稼ぐ力が必要になってきたということだと認識している。
早急に取り組む問題だと思うが、今までに経験がなかったから、失敗例も少ないと思う。これから失敗を恐れずに自分たちの頭で考えたことを試していけばいいと思う。
世論や住民も、そうした失敗ばかりを攻撃するのでなく、至らない部分を補ってくれるぐらいの気概を期待したい。ないそでは振れないですからね。

やるべきことをやり続けるためには、稼げる仕掛けを自治体も意識しないといけないと思います。財政が悪くなればサービスは削る、失敗施設を抱えると貴重な財源をそれにとられてしまって肝心の公共サービスが劣化してしまったりします。

失敗は真摯に学ばないと失敗は繰り返されるので、しっかり学びつつやるしかないんですよね。

公務員とひとくくりにしないようにするべきであるように、住民の中にも自立的な住民もいればそうでもない住民もいるので、そのあたり組む相手をしっかり見定めてしっかりやることと思います。"
19,159,1,結局は人のつながり。人の動線をどのように育てるかという気がします。動脈硬化にならないように…
20,162,1,"形式上は商店街と行政の協働イベント。
ですが、実際には行政主導のイベントになってしまっている。
商店街といっても名前だけで、テナントを借りて営業しているような商店街。
繋がりがほとんどないような商店街とうまく協働していくためにはどうしたらいいか。
また、協働していくイベントとしてどういう形になるのが理想的でしょうか。やはり不動産オーナーとのつながりをつくるのがよいと思います。テナントと話をしてもだめなので、地主と話をするほうがよいと思います〜。"
21,164,1,「駅前広場はいらない」「いらない交付金をもらって無駄なものをつくっても仕方がない」なんて、区画整理の常識からすると衝撃的ですね・・・区画整理に失礼だぞ
22,169,1,街歩きで気がつくことは、いっぱいある。目的なく歩いても発見ありますよね！
23,172,4,電車は駅までいかないといけないが、バスは家の前までくることができる。バスの時代が来るか！バスは、点と点を結ぶモビリティ、電車は線で、目的地に向かうモビリティ。相互補完している交通モードです。どちらかだけではなく、両方が補完しながら存在するのが大切だと思います。バスは本数と定時性に問題がある。果して１時間に１本あるかないかのバス（コミュバスなど）にどれだけ利用価値があるのか疑問に思います。それよりはタクシーが見直されるのでは。もうなんでも交通網を維持しつづけるなんて贅沢はできなくなってきますからね。他地域では既にそれが起こってて、北九州市みたいな規模の有る都市でも縮退していると、従前インフラ規模を維持できなくなってきています。中部圏も他地域よりも多少遅くとも、そういう時がくるので、できるだけスケールを変更可能なほうがよいですね。軌道系は縮小が見える社会では極めてリスキーだなとは思います。前にも書き込んだかもしれませんが、愛知らしく、次世代モビリティを是非取り込みたい！ それ自体が観光になるかも⁉︎
24,173,4,"コンパクトシティというのが今のトレンドだと思いますが、その流れに乗らないという選択肢はありでしょうか？補助金をもらうときだけでも、乗っておきましょうか。構造を変えようとするのではなく、現状を認識して、まちが持続していけるにはと考えるのも重要！基本的に都市経営の一つの方向性ですので。なんか補助金もらうのが得という話がありますが、すべてのインフラ、施設はイニシャルで補助金をもらったとしても、維持経費は単費で負担をし続けることに成ります。

建物でいえば、ライフサイクルコストは建設費の4-5倍かかりますから、建設時の補助金をいくら補助率あげてもらったとしても、維持費部分で黒字化が図られるような税収増につながらない限りは、維持費で潰されてしまいます。

コンパクトにスイッチするのにもコストがかかるので、そこを踏まえてトータルでしっかり数字で考える必要があると思っています。集約より効率的なやり方があるとすれば、全く問題ないと思います。が、まぁ今後長期トレンドではなかなかそれは描きにくいですよね。"
25,175,3,"がんばれ！川村君。犬山を売り込め！城下町！ワンダフル！犬山動き出して10年くらいたちましたね。
30年くらいいい回転がつづくと本物に。"
26,176,3,"自転車で乗りこめるバスを作って、バスと自転車の共同ネットワークをつくりたい！！ヨーロッパみたいで魅力的です。エコな休日の過ごし方のひとつにもなるし、波及効果大きそう！
折りたたんで袋に入れて、っていう今の日本のシステムだと二の足踏んでしまいます。家から自転車ででて、バスにも、電車にも、そのまま乗れて、自転車で目的地までいけたら、最高！大賛成！
まずは自転車が安全に走り回れるまちづくりが必要。"
27,181,1,"鉄道利用者のために自治体が多額の税金を投入して駅前広場を整備しています。JRさんとのバランスって微妙ですよねぇ。駅前広場はがらーんとした、どこにいっても同じようなものになってしまうのが残念なんですよね。
やはり動線上での営業権などをどう確保して、市民で事業やるひとたちに開放していくのか、というあたりはとても大切だと思います。交通事業者だけが有利にたつというのは、ある意味で税金を使いながら特定事業者優遇でフェアではない策であるように思います。"
28,182,2,"問題！「あなたのまちのキーワードは？３つ答えよ」
回答がすぐ出せる職員に私はなりたい（−＿−；）B級グルメの津餃子、新玉亭の大盛りうな丼、津祭りの唐人踊りコンパクト、みどり、自転車、バス"
29,184,1,行政職員は、自分で出店する前提で考える。熊本とかでもマーケットへの出店でお店だされている行政職員さんいらっしゃったりします〜。
30,187,1,"まちの特性しだいでは？
大都市だったり、観光地だったり、ベッドタウンだったり、
それぞれ事情が違うから、その特性の中で何を売りにできるかじゃないでしょうか。こんな特性がある、こんな資源がある、
だけではダメだと思います。
それを、どう活かして、最大限の効果を生み出し、利益を生み出すことができるのか、だと思います。"
31,189,1,よそ者大事。よそにどっぷりつかると自分のとこの特徴が見えてくる。
32,192,1,おっしゃるとおりです！市長に視察に行っていただきたい！視察と共に、論理的な理解してもらえるといいんですよねー。どうしても事例主義的にやって「あれと同じやつやれ」みたいなこといっちゃったりするので。
33,195,2,"トップの話、そのとおりです。まちづくりは都市計画。都市計画マスタープランは総合計画に基づいて作るもの。総合計画は市長、町長のマニフェスト。すなわち、トップがやる気にならないとできないんです。
トップ向けのセミナーを企画してください！もしくはある程度の裁量を現場に与える。公民連携プロフェッショナルスクール(こちらはぜひご参加ください)と共に、今年、首長向けのトップスクールも開催したりします。

ぜひ皆様の自治体のトップの方々にも参加してほしいですね。"
34,196,1,コンパクトシティの意見・イメージ聞きたい。聞かないほうがいいかも。自分たちが作りたい街をコンパクトシティと言い切ったほうが補助金がもらえる時代だし。
35,197,1,"立体的に活用したいです。近くに駅、しかも
遠くからもこれる駅。えきまえなのに閑散としてもったいない。そして今は墓地が足りない。いっそのこそ墓地にして、夏はお化け体験ができるクールシティーを目指したい！立体公園制度の活用などもいいですよ。"
36,199,1,"札幌は、いろいろな地域出身の人が多く、多様性があり、いろいろなアイデアがあがるのでは？また、企業が新商品を出すときには、札幌で試すと聞きます。新しいものへの抵抗感が薄いのかな？
服部です。
返信が遅れてしまい、すみません。
新しもの好きとは言われますね。熱しやすくて冷めやすい、とも。離婚率高いし。結構、内向きですよ。はは"
37,200,4,"単刀直入に。
まちづくりの担い手を見つけ出す、育成するにはどうしたらいいですか。
まちを盛り上げようとする人がたくさんいてほしい。小さくても自分で少しやってみるのがよかったりします。行政職を離れて、一市民として。どこかにいるのではない。
居酒屋とかで、熱い思いをぶちまけ続ける。馬鹿になると、釣られて馬鹿になる人が出てくる。まちが、働きたいと思う場所になるといいなあ、と思います。結果、まちづくりに関わる人が増えたらと思います。まちづくりに関わるひとを探すのではなく、まちで働きたいたいひと！まちづくりの担い手を作るためには、まちのひとが生えてくる必要があると思います。コミュニティビジネスなどへの起業塾などの支援がもっと充実してくるといいなと思います。"
38,201,2,まちづくりは生き物のように変化していくものと思いますが、人口減少を見通したまちづくりに必要なものは何だと思われますか？しっかり収支と向き合い、やるべきものをやれる環境を財政、家計、企業共に支えられるようにすることだと思っています。それが今後の公共のあり方の一つだと思います。人口減少、という社会的な現象をもとに、まちづくりを進めていくのも大切ですが、消費をやめる、スペンドシフトなど、お金の使い方が変わる世の中での、まちづくりも必要だと思います。
39,210,1,いろんな人のいろんな意見が聞けて、言えて、楽しかったです。上司、部下、住んでる地域、様々な立場な人たちが平等に意見が言えるのはおもしろいですね。ただ使用してるうちに無責任だったり茶化したりする意見が出てくるんじゃないかと危惧します。
40,213,1,匿名であるが故の有益な意見交換匿名性＝コンビニエンスストアで買い物するひと、と同じ。実名性＝自分がいいと思うお店で買い物をする、という、自分が何をどう選ぶか、かな〜、
41,218,1,えこさん、ありがとうございます！こちらこそ(^^)ありがとうございました☆
42,234,1,"この人口減少社会だからこそ、住民と一緒にまちづくりをしたいと思っているが、特に愛知県の住民は危機感がないように感じてしまい、連携したくてもできないと思ってしまう…。
行政にどっぷり浸かっちゃってるんでしょうか…。まぁ愛知はいまは一般住民は危機感持てないほどよいので、だからこそ行政が将来を見通す役割があるように思いますー！"
43,237,5,"事例紹介で安城市さんが各市の考え方の意見を求めていたように思います。都市計画担当者の個人的な意見をお願いしますとりあえず現状はステイですねぇ…
補助金狙いじゃないとなかなか手が出せないです。簡単に作ったら後で痛い目をみそうで(-_-;)西三河は、ある程度の社会増は続くが、人口ピラミッドをよく見て自然減が始まることを認識しなくてはいけない。補助金目当てで作ってしまうとあとで自分の首をしめかねないと思います。地価や都市計画税、今後のインフラ整備など居住誘導区域外の権利者にいかに説明していくのが難しい問題です。都市をコンパクトにするといっても郊外の家屋を補償して移築できるわけでもないのにどのようにして街中移転ができるのかがイメージがわきません。時間軸と需要の変遷、都市が変化するスピード感を見誤らないことが重要。"
44,238,1,"札幌市において道路上で実施されているオープンカフェについて。平成23年に都市再生特別措置法が改正され、都市再生整備計画区域内においてオープンカフェ等の道路占用が認められるようになりましたが、都市再生整備計画期間が終わった場合はオープンカフェ等は実施できなくなってしまうのでしょうか？札幌市での事例を踏まえつつおしえていただけると幸いです。 服部です。
返信が遅れてしまい、大変申し訳ありませんでした
まず、特例道路占用は整備計画に位置付けられなくても実施できると思いますが、我々は、計画に提案できる法人の認定を行い、市と協働で進めるため、整備計画に提案し、実際の整備を行う、というプロセスを大切にしました。また、整備計画自体は、食事購買施設がある限り、計画を継続することになります。"
45,245,2,"「まちづくり」と言っても幅広く、ハード・ソフト両面からの行政支援が必要だと思います。デザインリーグでは主にハード系の自治体職員が出席していましたので、少し違和感を感じました。例えば商店街活性化を目指した場合、市町村はどの様な組織・体制で取り組むのが理想だと思いますか？
また、安城市のシンクタンクはどの様な職員(都市計画系？)で構成されているのでしょうか？ハード系は職員は、ハードしかしないという
意識ありませんか？
まちづくりは総合力。雑談からはじめてみてください。安城市シンクタンクは、普通の市職員（一般事務）３名と博士号取得者（社会学系）の嘱託員１名を研究員としています。"
46,255,1,"バラックから始めよう。蓄えができたなら、店を構えよう。

言えなかった・・・。

補助金漬けで建物主導。
区画整理で賛同者集めて、優良建築物+災害公営住宅+○○　固定資産税高そう。

賃料が高くならないよう祈る。阪神淡路大震災後の再開発問題は、縮小社会の都市すべてが見習うべき。 (No.1021)
http://blog.revitalization.jp/?eid=810913"
47,268,2,"昨日第3部のときに、服部先生より「公共交通の運転手不足」について少しお話しがありましたが、まさにそのとおり。現実としてその問題に直面しています。
 今年度、移動しやすいまちづくりを目指し、市内コミュニティバスの運行時間、ルートとも充実させようと2倍の予算を確保してすすめていましたが、運行事業者からの担い手不足の話と平成26年4月の国土交通省通達に伴う人件費高騰により断念せざるを得ませんでした。
 結果的には倍の予算かけて今までと変わらない時間帯で運行しております。

 少子高齢化が進む中、バスを日常の移動手段として必要とする方は増えるものの、その担い手がいない、という自治体が増えそうに思います。

歩いて暮らせるまちづくり、自動車に頼らないまちづくりを考えることも地方都市には必要と思います。将来撤退する都市計画をすることを見越して、今から歩ける範囲の都市構造を変えて行く視点がいるのかもしれませんね。公共交通機関は、住んでいるひとの足だけじゃなく、観光客などの足にもなります。それがますます衰退することは、その地域にとって、プラスなのか、マイナスなのか、ということだと思います。路線バスの旅、という番組を見ていても感じます。もちろん、歩いて暮らせるまちづくりも必要ですが、それは、どの場所で実現していくのか、にもよりますね。"
48,269,3,"自転車の駐輪をまちなかから排除したら、中心市街地が死に体寸前。
駅利用者とお店と駐輪スペースの動線は重要です。名古屋市の地下鉄駅には各駅に立派な駐輪場を整備しています。しかし、これまで無料だったのが有料化され、かえって自転車を利用しづらくなってしまいました。なんとかしてほしいです。自転車をどこに停めるのか？これも大事ですが、自転車はどこを通るのか？道路を作る立場では今これが大きな課題となっています。自転車は原則車道通行ですが、路肩の狭い幹線道路では現実的ではありません。かといって自転車専用道路も設置が難しいです。ある箇所では道路幅員の考え方について所轄警察署とケンカ状態で困っています。服部です。
自転車の取り組みは、はしる、とめる、まもる、の3つの視点で整理する必要があります。
環境を整備しても、そこを走るひとがいなければ、意味がありません。同様に、とめる場所をつくっても、とめるひとがいなければ、空間が遊んでいるだけです。まちとして、自転車利用者にも来て欲しい、ということであれば、きちんと、まちとしての受け入れ体制を、自転車走行ネットワークとして考え、整備しなければならないし、駐輪対策の対象者（我々の地区は長時間駐輪を対象）を明確にして、対応策を考える必要があると思いますし、そもそも、ルールを守らない方も多いので、それをどう守って頂くかを考える必要があります。"
49,280,1,"世の中いろんな人、いろんな世界がある。

日頃しゃべらないような人達と話す機会を求めて、いろんなとこに顔だすと。世界が広がりますね。いろいろな、コアな世界のイベントを引っ張ってきて、繰り返し開催するとおもしろいことが起きるかも。"
50,310,4,"おはようございます。週末はご参加いただきありがとうございました。
さて、今週もお仕事が始まることと拝察します！
皆さんの街の良いところ自慢! をお願いします。皆様今週の議論楽しみにしております。
自慢ですかぁ〜。中々悩ましいですが、住むのには便利。自然も近いし。アピールできてないけど、歴史文化も結構すごい。懐かしい昭和の日常風景を思い出させる　「歴史民俗資料館」　という施設があります。最近は、公式に市の名刺の挿絵として使用しており、全庁的にアピールしている貴重な市の資産です！大々的な施設ではありませんが、ご興味あればぜひお越しください。国宝が２つあります！
遊園地があります！
テーマパークがあります！
サルがいっぱいいます！
↑これだけで、何処かわかる人が結構います!!!"
51,319,1,"金曜日の参加者だけでなく、職場で周りの人を巻き込んでコラグリーしませんか。

発言されていない方へ
様子見してるとすぐ一週間たちますよ。http://collagree.com/
でしたっけ？
これで入れます。
巻き込まれてみるのもおもしろいですよ。"
52,332,1,"講演でも話しましたが、二宮金次郎の報徳仕法のエッセンスを解説しています。

【｢元祖再生人｣二宮金次郎に学ぶ地方創生】 薪を背負っていたのには､理由があった！→  bit.ly/1HNu4Hs土曜日に早速地元の図書館&本屋に探しに行きましたが…ゲットできませんでした！
引き続き、金次郎のように（？）コツコツ探します！"
53,334,3,"2月2日の日経新聞にBID（ビジネス改善地区）　の記事が載っていました。
直接的には活用できないかもしれませんが、こういう取り組みがあるというのを知っておいて損はないと思います。早速拝見しました。まちづくり団体の資金を負担金として官が徴収、よい取組みだと思います。
ちょっと違いますが、一宮市には「市民が選ぶ市民活動支援制度」というものあります。拝見しました。官民連携の一アプローチとしてありですね。必要性の共有が前提となるでしょうか。発意は、民から？BIDは官民連携というよりは、もともと民間の商業地区の地権者たちの団体が始めた取り組みで、レーガノミックスで一気に連邦政府予算がいらゆる都市系に拠出が絞られた時に出された民活です。民間で実績あげた上で、それを民間が議会対策もして、各州で法制化していきました。なので、民間からこういう取り組みが始まり、さらには政策が発案されていくというダイナミクスが大切であると思っています。

負担者受益という構造でのまちづくりであるのがBIDの特徴で、日本はまずはここに立脚できていないのが、まちづくりが成果をあげない問題であると思います。

それが我々の取り組みにも繋がっています。"
54,338,1,"先日の講演で、商業サイドと役所の関わりとして、道路占用など許認可の話がありましたが、
その他役所に期待することはありますか？
この議論に参加している方は、都市部門の方が多いと思いますので、例えば、公共交通機関や土地利用のあり方等で…。服部です。
行政への期待として、許認可のサポートや、規制緩和などがよく挙げられますが、一番必要だと思うのは、今後財政的に厳しいなかで、まちの変化を生み出すために、自分たちだけの資金投入だけで出来ないとすれば、民の投資も引き出す必要があると思います。となれば、そのためのスピード感、ビジョンの共有、効果を最大限生み出すための施策、実施した後のフォローなどが必要なんだと思いますが、"
55,354,1,"木下さんの講演の中で、
「現に住んでいる人のワークショップとかやってもダメです。」
というご発言がありましたが、
誰の声を聞きつつ経営的視点において事業を進めればいいんでしょうか？
ご教示ください。
昨今の行政では、地域住民の声を聞いて、何かしらの計画やら何かしらの事業やらに反映させるのが通例だと思いますので。服部です。僕が回答するのは、変なのかもしれませんが、ニーズと、ウォンツの違いだと思います。市民の意見を聞かない、という話ではなく、どんな立場で、どんな役割の市民なのか、ということが大切かも。ただ要望するだけの市民の意見を聞いても、何も動かないと思います。"
56,374,3,"まちづくりに参加する住民の方は年配の方が多く、どうしても1人の若い方にいろんなことが集中してしまっています。
若い方は、それぞれ家庭や子育て・仕事に忙しく、まちのことなど考えていられない、といったところでしょうか。
まちの将来のあり方を自分たちで考え、自分たちでつくる意欲と時間も必要と思っています。
若い人を取り込むいい方法があったら教えてもらいたいです。消防団や水防団組織がしっかりしている自治体の方はわかるのでは。私の住んでいる地区（名古屋市内）には両法等もありません。子供会すら消滅しました。同感です！若い方に、まちづくりに感心を持ってもらうために、何か取り組まれている事例ありますか？例えば、出前講座的なものでも良いのですが…。若い人にはちゃんと仕事してもらって稼いでもらうのが世のため人のためだと思いますー。"
57,377,1,２０２７年のリニア開業に向けて皆さんの自治体で特に取り組んでいることはありますか？これ私も是非聞きたい！例えば、観光や企業誘致などなど。
58,394,3,"道は広げませんが、アーケードなくしたら商店街はどうなりますか？
他都市事例ありましたら教えていただきたいです。今のアーケードはどんな形態ですか？
なくした例は、OZモールと、一宮の本町商店街の一番北のブロックと、他はどこでしょう。
なくしただけで変わるのは、お店の見え方、見える範囲、明るさ。
岐阜には、1階の屋根高さを2階の屋根の高さにリニューアルして随分変わったところもありますよ。
それぞれどういう効果をあげているかは行ってみては？
アーケード以外の取り組みもセットでされているかも。アーケードは商店街の資産なので、それ自体を無くす、となると、賦課金を徴収する理由がなくなり、他の事業に転換できるのであれば、その商店街も生き残る可能性はあるかもしれないですね。形状的、環境的な話もありますが、アーケードそのものが生み出す経費と収入のあり方と、資産を管理することで商店街の加盟店が繋がっているとすれば、他の拠り所が必要になるかもしれないかな、と思います。なくして雰囲気改善している例もあります〜。熊本の上通の一部もそうですし、最近では米子などは全面的に撤去した事例ですね。北九州でも今度撤去してバリューアップする工夫を検討しています。

アーケードがあるとむしろ負担金で出店者が避けたり、そもそもああいう雰囲気自体がもはやダサいというところもあるので、路地裏のほうがよかったりするのは、結構今の流れのように思います。"
59,395,1,"福井でも墓標がまた生まれましたね。ひどい話です。

http://t.co/iG7xkyIb5L再開発は大都市は除いて難しい時代じゃないでしょうか？地方都市では、だいたい、床取得など公共が支援しているパターンがほとんど。行政施設の立地等うまくマッチングする場合は良いのでしょうが…。"
60,44,1,久屋大通と札幌大通公園の形状等は似ているけれど、活気・賑わいが大きく異なる気がする。久屋大通も活気が出ることを期待したいです。最近では久屋大通公園でも社会実験としていろいろなイベントを行っているみたいですね。
61,46,2,"一言で『賑わい』と言っても、どんな人による、どれくらいの、どんな種類の賑わいなのか・・・いろいろあると思います。
自治体が賑わい創出を目指すとき、どう整理していけばいいかアドバイスがあればお願いします。賑わいってのは単に人が集まるのではなく、より経営的に見つけて、賑わった結果で何を求めているのか、ですね。単に通過する人を増やすだけであればイベントやればいいわけですし、本質的に「賑わい」という抽象的な言葉で終わらせないことだと思います。

僕は賑わいとか言わないで、事業者増加、居住者増加、それに関連した結果として賑わいでいいと思っています。誰が、どんな、にぎわいを目指していくのか、
そのプレイヤー、主体が明確にすることから始めることが大切かもしれないですね。
ジャスコで過ごすことが、適度の刺激のある方々にとって、どれだけの体験を提供していけるかが、いま、ひとを呼び込むための視点になるかな、と思います。"
62,47,2,"どうも、エビフライです！服部先生、木下先生、ナゴヤメシとやらを是非どうぞ！名古屋めしオススメ教えてください。おすすめのナゴヤメシ、教えてください！！
そういう地元のひとの、おすすめが大切だなあと思います。"
63,48,1,観光系まちおこしには「グルメ」は武器になると思います。ご経験の中で「グルメ」を活用した事例はありますか。市内の、若手で頑張っているシェフに集まっていただき、神社の境内を使って、料理人の休日レストランという取り組みを実施しています。普段はなかなか入れないお店ですが、そのシェフが作る料理が、ワンコインで食べられる取り組みで、売り上げの一部は、東日本大震災の支援に使っています。
64,49,2,行政のやり方を見直すには首長の考えが重要と思います。首長を味方につけるための口説き文句、テクニックがあればご教授ください。是非、聞きたいですね。聞いてみたいです！
65,50,3,"愛知県は古くから土地区画整理事業が盛んに行われ、全国一の実績があります。
かつて良好な住宅市街地として整備した郊外の住宅市街地も着々と世帯減少が進行している箇所もあるようです。住宅地の再生についてお考えがあればお聞かせください。家を買った親世代がなくなり、残された家は誰も住まない。
そのまま賃貸物件としてでたり、
リノベーションして賃貸物件としてでてくる流れにならないかな。
隣人トラブルがあっても賃貸は引っ越せる。交通不便な新市街地区画整理は、竣工時はきれいで魅力的ですが、30年後は古びて魅力ないですからねー。交通の便が悪く、新たな買い手が付かないような戸建て中心の郊外住宅地は、今後の人口減少社会を見据えてスマートシュリンク(選択と集中による賢い縮退)もやむを得ないのでしょうね。
逆に、交通利便性その他の理由で存続を選択した市街地は、建て替え支援やバス網の充実、商店街活性化など、存続のための投資や人的支援を重点的に行うべきだと思います。マイホーム借り上げ制度を公共主体でやってほしいと言われたことがあります。愛知県ではまだまだ浸透してないこの制度。金銭的に生活の難しい若い人たちの結婚促進にも繋がる？と思いましたが公共主体では
管理に限界が…住宅需要はあるはずなのに！"
66,51,1,"先ほどのバレーボール練習施設のような、ここにしかない・ここでしか体験できないものがあると強みになりますね。基本的に地方の公共施設は万能施設はダメです。かといってバレーボールをなぜ紫波のオガールベースがやっているか、それは社長務めている私も共に公民連携事業機構をやっている岡崎という者が、バレーボールのトレーナーもやり、家業でバレーボールチームももっているくらいのバレーボール通だからです。

関係者の得意な分野で限った中身で戦うのが大切です。

以下のブログ読んでください。

ピンホールマーケティング
http://blog.revitalization.jp/?eid=810894"
67,52,1,"大通公園の賑わい創出のために、札幌市役所のさまざまな部署と調整が必要だったかと思います。市側では、そのための一括窓口のようなもの設けていたのでしょうか？
市の横連携がどうなっていたか教えていただけないでしょうか。大通公園は、公園なので、管理する部署があります。公園を使った取り組みは実行委員会形式で実施されていて、その窓口は、以前までは、観光課でしたが、今は、札幌観光協会に移っています。"
68,54,1,"人口減少社会が到来する中で、今後のまちづくりの方向性について重要なキーワードをご教授ください。
やはり、国が推進する「コンパクト＋ネットワーク」ですかね。「危機感」じゃないかな"
69,56,1,まちづくりは、住民が主役。まちづくりに関心を持ってもらうには、どのような仕掛けが必要なのでしょうか。たしかに、積極的な住民ばかりではないですしね。
